CODGEO;LIBGEO;MED14
12238;Saint-Léons;19310
12239;Saint-Martin-de-Lenne;19081
12240;Saint-Parthem;17946
12241;Sainte-Radegonde;24094
12242;Saint-Rémy;19781
12243;Saint-Rome-de-Cernon;21014
12244;Saint-Rome-de-Tarn;19598
12245;Saint-Salvadou;16979
12246;Saint-Santin;18321
12247;Saint-Saturnin-de-Lenne;17380
12248;Saint-Sernin-sur-Rance;17280
12249;Saint-Sever-du-Moustier;15104
12250;Saint-Symphorien-de-Thénières;18624
12251;Saint-Victor-et-Melvieu;17973
12252;Salles-Courbatiès;18913
12253;Salles-Curan;18511
12254;Salles-la-Source;22754
12255;Salmiech;18857
12256;Salvagnac-Cajarc;18247
12257;Causse-et-Diège;19222
12258;La Salvetat-Peyralès;17601
12259;Sanvensa;18188
12260;Sauclières;17205
12261;Saujac;17649
12262;Sauveterre-de-Rouergue;18778
12263;Savignac;20451
12264;Sébazac-Concourès;22926
12265;Sébrazac;17524
12266;Ségur;17215
12267;La Selve;17061
12268;Sénergues;14981
12269;La Serre;16143
12270;Sévérac-le-Château;19942
12271;Sévérac-l'Église;20215
12272;Sonnac;21048
12273;Soulages-Bonneval;19659
12274;Sylvanès;17846
12275;Tauriac-de-Camarès;
12276;Tauriac-de-Naucelle;17037
12277;Taussac;18517
12278;Tayrac;18367
12279;La Terrisse;16701
12280;Thérondels;17024
12281;Toulonjac;21231
12282;Tournemire;18483
12283;Trémouilles;16973
12284;Le Truel;18818
12285;Vabre-Tizac;18213
12286;Vabres-l'Abbaye;19846
12287;Vailhourles;17673
12288;Valady;21172
12289;Valzergues;21192
12290;Vaureilles;19007
12291;Verrières;20281
12292;Versols-et-Lapeyre;19146
12293;Veyreau;18115
12294;Vézins-de-Lévézou;16957
12295;Viala-du-Pas-de-Jaux;
12296;Viala-du-Tarn;17730
12297;Le Vibal;19548
12298;Villecomtal;17989
12299;Villefranche-de-Panat;18770
12300;Villefranche-de-Rouergue;18894
12301;Villeneuve;20463
12303;Vimenet;18899
12304;Vitrac-en-Viadène;
12305;Viviez;18236
12307;Curan;17001
13001;Aix-en-Provence;22484
13002;Allauch;24448
13003;Alleins;23143
13004;Arles;17586
13005;Aubagne;19675
13006;Aureille;21064
13007;Auriol;22924
13008;Aurons;25282
13009;La Barben;25223
13010;Barbentane;20927
13011;Les Baux-de-Provence;22361
13012;Beaurecueil;31671
13013;Belcodène;26304
13014;Berre-l'Étang;17834
13015;Bouc-Bel-Air;26961
13016;La Bouilladisse;23695
13017;Boulbon;20558
13018;Cabannes;18493
13019;Cabriès;28233
13020;Cadolive;23929
13021;Carry-le-Rouet;28588
13022;Cassis;24858
13023;Ceyreste;24752
13024;Charleval;19774
13025;Châteauneuf-le-Rouge;27765
13026;Châteauneuf-les-Martigues;21163
13027;Châteaurenard;18008
13028;La Ciotat;20202
13029;Cornillon-Confoux;25349
13030;Cuges-les-Pins;22154
13031;La Destrousse;23597
13032;Éguilles;27469
13033;Ensuès-la-Redonne;25527
13034;Eygalières;20384
13035;Eyguières;22881
13036;Eyragues;19859
13037;La Fare-les-Oliviers;23424
13038;Fontvieille;21006
13039;Fos-sur-Mer;21107
13040;Fuveau;24592
13041;Gardanne;20127
13042;Gémenos;26099
13043;Gignac-la-Nerthe;21433
13044;Grans;23786
13045;Graveson;19559
13046;Gréasque;23516
13047;Istres;20299
13048;Jouques;22631
13049;Lamanon;23316
13050;Lambesc;22922
13051;Lançon-Provence;23561
13052;Maillane;19731
13053;Mallemort;20574
13054;Marignane;19269
13055;Marseille;17930
13056;Martigues;20376
13057;Mas-Blanc-des-Alpilles;21129
13058;Maussane-les-Alpilles;22353
13059;Meyrargues;21953
13060;Meyreuil;24102
13061;Saint-Pierre-de-Mézoargues;19392
13062;Mimet;26231
13063;Miramas;17609
13064;Mollégès;20544
13065;Mouriès;20324
13066;Noves;19702
13067;Orgon;17392
13068;Paradou;23575
13069;Pélissanne;24048
13070;La Penne-sur-Huveaune;21257
13071;Les Pennes-Mirabeau;23250
13072;Peynier;25426
13073;Peypin;23943
13074;Peyrolles-en-Provence;20685
13075;Plan-de-Cuques;23526
13076;Plan-d'Orgon;19271
13077;Port-de-Bouc;17510
13078;Port-Saint-Louis-du-Rhône;18190
13079;Puyloubier;23463
13080;Le Puy-Sainte-Réparade;22989
13081;Rognac;22127
13082;Rognes;24694
13083;Rognonas;20546
13084;La Roque-d'Anthéron;19154
13085;Roquefort-la-Bédoule;24169
13086;Roquevaire;23054
13087;Rousset;22465
13088;Le Rove;22746
13089;Saint-Andiol;18157
13090;Saint-Antonin-sur-Bayon;30769
13091;Saint-Cannat;24434
13092;Saint-Chamas;21407
13093;Saint-Estève-Janson;22923
13094;Saint-Étienne-du-Grès;22663
13095;Saint-Marc-Jaumegarde;34024
13096;Saintes-Maries-de-la-Mer;17379
13097;Saint-Martin-de-Crau;20492
13098;Saint-Mitre-les-Remparts;23892
13099;Saint-Paul-lès-Durance;20210
13100;Saint-Rémy-de-Provence;19232
13101;Saint-Savournin;24392
13102;Saint-Victoret;20321
13103;Salon-de-Provence;19544
13104;Sausset-les-Pins;25960
13105;Sénas;19333
13106;Septèmes-les-Vallons;20174
13107;Simiane-Collongue;25590
13108;Tarascon;15932
13109;Le Tholonet;28789
13110;Trets;21643
13111;Vauvenargues;25080
13112;Velaux;25825
13113;Venelles;26157
13114;Ventabren;30241
13115;Vernègues;21813
13116;Verquières;19444
13117;Vitrolles;19643
13118;Coudoux;25532
13119;Carnoux-en-Provence;23277
13201;Marseille 1er Arrondissement;13871
13202;Marseille 2e Arrondissement;13767
13203;Marseille 3e Arrondissement;11798
13204;Marseille 4e Arrondissement;18328
13205;Marseille 5e Arrondissement;18366
13206;Marseille 6e Arrondissement;20289
13207;Marseille 7e Arrondissement;23031
13208;Marseille 8e Arrondissement;24199
13209;Marseille 9e Arrondissement;21690
13210;Marseille 10e Arrondissement;18584
13211;Marseille 11e Arrondissement;19239
13212;Marseille 12e Arrondissement;22292
13213;Marseille 13e Arrondissement;17359
13214;Marseille 14e Arrondissement;13991
13215;Marseille 15e Arrondissement;13207
13216;Marseille 16e Arrondissement;17001
14001;Ablon;21287
14002;Acqueville;20589
14003;Agy;23521
14004;Aignerville;17704
14005;Airan;20137
14006;Amayé-sur-Orne;23525
14007;Amayé-sur-Seulles;19335
14008;Amblie;25089
14009;Amfreville;22322
14011;Anctoville;20958
14012;Angerville;18194
14013;Angoville;
14014;Anguerny;27965
14015;Anisy;29244
14016;Annebault;19797
14019;Arganchy;21229
14020;Argences;19433
14021;Arromanches-les-Bains;20160
14022;Asnelles;19678
14023;Asnières-en-Bessin;
14024;Auberville;20885
14025;Aubigny;21701
14026;Audrieu;22094
14027;Aunay-sur-Odon;18855
14028;Auquainville;21926
14029;Les Autels-Saint-Bazile;
14030;Authie;25623
14031;Les Authieux-Papion;
14032;Les Authieux-sur-Calonne;21021
14033;Auvillars;21058
14034;Avenay;22681
14035;Balleroy;18623
14036;Banneville-la-Campagne;22376
14037;Banneville-sur-Ajon;22028
14038;Banville;21054
14039;Barbery;20960
14040;Barbeville;21309
14041;Barneville-la-Bertran;23563
14042;Baron-sur-Odon;24295
14043;Barou-en-Auge;
14044;Basly;23978
14045;Basseneville;21126
14046;Bavent;21554
14047;Bayeux;18708
14049;Bazenville;21323
14050;La Bazoque;18992
14052;Beaulieu;18615
14053;Beaumais;18130
14054;Beaumesnil;19853
14055;Beaumont-en-Auge;20760
14056;Bauquay;21132
14057;Bellengreville;20211
14058;Bellou;17543
14059;Benerville-sur-Mer;23185
14060;Bénouville;24785
14061;Le Bény-Bocage;19093
14062;Bény-sur-Mer;21251
14063;Bernesq;17297
14064;Bernières-d'Ailly;19383
14065;Bernières-le-Patry;18097
14066;Bernières-sur-Mer;21398
14068;Biéville-Beuville;27395
14069;Beuvillers;19856
14070;Beuvron-en-Auge;21914
14073;La Bigne;20156
14074;Billy;21195
14075;Bissières;20886
14076;Blainville-sur-Orne;20090
14077;Blangy-le-Château;20523
14078;Blay;20477
14079;Blonville-sur-Mer;20836
14080;Le Bô;19245
14081;Boissey;20366
14082;La Boissière;20970
14083;Bonnebosq;17871
14084;Bonnemaison;21105
14085;Bonneville-la-Louvet;19801
14086;Bonneville-sur-Touques;25225
14087;Bonnoeil;20924
14088;Bons-Tassilly;19910
14089;Bougy;21500
14090;Boulon;21859
14091;Bourgeauville;21221
14092;Bourguébus;20695
14093;Branville;18936
14096;Brémoy;19907
14097;Bretteville-le-Rabet;19891
14098;Bretteville-l'Orgueilleuse;22410
14099;Bretteville-sur-Dives;17662
14100;Bretteville-sur-Laize;20094
14101;Bretteville-sur-Odon;23981
14102;Le Breuil-en-Auge;21801
14103;Le Breuil-en-Bessin;19150
14104;Le Brévedent;18767
14105;La Brévière;21310
14106;Bréville-les-Monts;22118
14107;Bricqueville;18997
14109;Brouay;21916
14110;Brucourt;21700
14111;Bucéels;22788
14113;Burcy;17036
14115;Bures-les-Monts;16913
14116;Le Bû-sur-Rouvres;
14117;Cabourg;19370
14118;Caen;19271
14119;Cagny;18985
14120;Cahagnes;19429
14121;Cahagnolles;20874
14122;La Caine;18190
14123;Cairon;26795
14124;La Cambe;18316
14125;Cambes-en-Plaine;25493
14126;Cambremer;20686
14127;Campagnolles;19401
14128;Campandré-Valcongrain;19798
14129;Campeaux;18624
14130;Campigny;21299
14131;Canapville;21924
14132;Canchy;19101
14134;Canteloup;23320
14135;Carcagny;23516
14136;Cardonville;
14137;Carpiquet;20273
14138;Cartigny-l'Épinay;17239
14139;Carville;17517
14140;Castillon;19849
14141;Castillon-en-Auge;18292
14142;Castilly;17981
14143;Caumont-l'Éventé;16792
14144;Caumont-sur-Orne;
14145;Cauvicourt;22455
14146;Cauville;18517
14147;Cernay;18532
14148;Cerqueux;
14149;Cesny-aux-Vignes;20203
14150;Cesny-Bois-Halbout;18920
14151;Champ-du-Boult;17889
14152;La Chapelle-Engerbold;18572
14153;La Chapelle-Haute-Grue;
14154;La Chapelle-Yvon;19577
14155;Cheffreville-Tonnencourt;19018
14156;Chênedollé;19065
14157;Cheux;21949
14158;Chicheboville;21802
14159;Chouain;21372
14160;Cintheaux;23803
14161;Clarbec;22764
14162;Clécy;19474
14163;Cléville;20823
14164;Clinchamps-sur-Orne;22246
14165;Colleville-sur-Mer;19954
14166;Colleville-Montgomery;23390
14167;Colombelles;17296
14168;Colombières;19941
14169;Colombiers-sur-Seulles;23098
14170;Colomby-sur-Thaon;28526
14171;Combray;18909
14172;Commes;21484
14173;Condé-sur-Ifs;20448
14174;Condé-sur-Noireau;17770
14175;Condé-sur-Seulles;20536
14176;Conteville;20790
14177;Coquainvilliers;21502
14179;Cordebugle;20280
14180;Cordey;19131
14181;Cormelles-le-Royal;21118
14182;Cormolain;18038
14183;Cossesseville;
14184;Cottun;21633
14185;Coudray-Rabut;21711
14186;Coulombs;23966
14187;Coulonces;19537
14188;Coulvain;19870
14189;Coupesarte;
14190;Courcy;18962
14191;Courseulles-sur-Mer;20605
14192;Courson;18054
14193;Courtonne-la-Meurdrac;20946
14194;Courtonne-les-Deux-Églises;19460
14195;Courvaudon;20419
14196;Crépon;22811
14197;Cresserons;24882
14198;Cresseveuille;21127
14200;Creully;20504
14201;Crèvecoeur-en-Auge;19077
14202;Cricqueboeuf;19903
14203;Cricqueville-en-Auge;21836
14204;Cricqueville-en-Bessin;18647
14205;Cristot;21401
14206;Crocy;18425
14207;Croisilles;19789
14208;Croissanville;19386
14209;Crouay;19817
14210;La Croupte;18698
14211;Culey-le-Patry;20004
14212;Cully;20824
14213;Curcy-sur-Orne;19568
14214;Cussy;21792
14215;Cuverville;20499
14216;Damblainville;19530
14217;Dampierre;19111
14218;Danestal;19873
14219;Danvou-la-Ferrière;21002
14220;Deauville;20266
14221;Démouville;21087
14222;Le Désert;
14223;Le Détroit;
14224;Deux-Jumeaux;
14225;Dives-sur-Mer;17039
14226;Donnay;19906
14227;Douville-en-Auge;20715
14228;Douvres-la-Délivrande;22895
14229;Dozulé;17939
14230;Drubec;21435
14231;Beaufour-Druval;19676
14232;Ducy-Sainte-Marguerite;23706
14235;Écrammeville;19093
14236;Ellon;20854
14237;Émiéville;22773
14238;Englesqueville-en-Auge;23744
14239;Englesqueville-la-Percée;
14240;Épaney;19584
14241;Épinay-sur-Odon;21701
14242;Épron;28201
14243;Équemauville;24297
14244;Eraines;21226
14245;Ernes;19839
14246;Escoville;22025
14248;Espins;20669
14249;Esquay-Notre-Dame;21402
14250;Esquay-sur-Seulles;22677
14251;Esson;19209
14252;Estrées-la-Campagne;20953
14253;Estry;16946
14254;Éterville;23548
14255;Étouvy;20824
14256;Étréham;19983
14257;Évrecy;22565
14258;Falaise;17816
14259;Familly;17486
14260;Fauguernon;24373
14261;Le Faulq;20490
14264;La Ferrière-Harang;17073
14265;Fervaques;17238
14266;Feuguerolles-Bully;23130
14268;Fierville-Bray;21135
14269;Fierville-les-Parcs;23323
14270;Firfol;21630
14271;Fleury-sur-Orne;18726
14272;La Folie;19805
14273;La Folletière-Abenon;19115
14274;Fontaine-Étoupefour;25930
14275;Fontaine-Henry;22187
14276;Fontaine-le-Pin;20079
14277;Fontenay-le-Marmion;20847
14278;Fontenay-le-Pesnel;21998
14279;Fontenermont;17472
14280;Formentin;20095
14281;Formigny;18786
14282;Foulognes;19172
14283;Fourches;20269
14284;Fourneaux-le-Val;19970
14285;Le Fournet;
14286;Fourneville;21856
14287;Frénouville;20653
14288;Le Fresne-Camilly;25990
14289;Fresné-la-Mère;19222
14290;Fresney-le-Puceux;22801
14291;Fresney-le-Vieux;21341
14292;Friardel;17835
14293;Fumichon;21652
14294;Garcelles-Secqueville;22556
14296;Le Gast;15040
14297;Gavrus;22052
14298;Géfosse-Fontenay;21283
14299;Genneville;21322
14300;Gerrots;
14301;Giberville;19203
14302;Glanville;21255
14303;Glos;20675
14304;Gonneville-sur-Honfleur;23433
14305;Gonneville-sur-Mer;27074
14306;Gonneville-en-Auge;24331
14307;Goupillières;19326
14308;Goustranville;20158
14309;Gouvix;19189
14310;Grainville-Langannerie;20377
14311;Grainville-sur-Odon;21775
14312;Grandcamp-Maisy;19268
14313;Grandchamp-le-Château;
14316;Grangues;23429
14317;La Graverie;20674
14318;Graye-sur-Mer;22826
14319;Grentheville;22632
14320;Grimbosq;21555
14322;Guéron;24329
14324;Hamars;20673
14325;Hermanville-sur-Mer;23057
14326;Hermival-les-Vaux;22082
14327;Hérouville-Saint-Clair;17100
14328;Hérouvillette;21793
14329;Heuland;
14330;Heurtevent;17788
14331;Hiéville;19702
14332;La Hoguette;21189
14333;Honfleur;17918
14334;L'Hôtellerie;18209
14335;Hotot-en-Auge;21941
14336;Hottot-les-Bagues;19488
14337;La Houblonnière;20551
14338;Houlgate;20948
14339;Hubert-Folie;22443
14341;Ifs;19768
14342;Isigny-sur-Mer;17465
14343;Les Isles-Bardel;
14344;Janville;24050
14345;Jort;19007
14346;Juaye-Mondaye;21539
14347;Jurques;19530
14348;Juvigny-sur-Seulles;
14349;Laize-la-Ville;21596
14350;La Lande-sur-Drôme;
14352;Landelles-et-Coupigny;16885
14353;Landes-sur-Ajon;20250
14354;Langrune-sur-Mer;22616
14355;Lantheuil;21963
14356;Lasson;24399
14357;Lassy;17439
14358;Léaupartie;
14359;Lécaude;19723
14360;Leffard;18821
14361;Lénault;17096
14362;Lessard-et-le-Chêne;21052
14364;Lingèvres;20013
14365;Lion-sur-Mer;22075
14366;Lisieux;16741
14367;Lison;16036
14368;Lisores;18875
14369;Litteau;19407
14370;Le Molay-Littry;18104
14371;Livarot;16296
14372;Livry;19529
14373;Le Locheur;22577
14374;Les Loges;20456
14375;Les Loges-Saulces;18745
14376;Longraye;17887
14377;Longues-sur-Mer;20041
14378;Longueville;17658
14379;Longvillers;21247
14380;Loucelles;23976
14381;Louvagny;
14382;Louvières;
14383;Louvigny;23024
14384;Luc-sur-Mer;22707
14385;Magny-en-Bessin;22360
14386;Magny-la-Campagne;20485
14387;Magny-le-Freule;19869
14388;Maisoncelles-la-Jourdan;19471
14389;Maisoncelles-Pelvey;20913
14390;Maisoncelles-sur-Ajon;20356
14391;Maisons;23144
14393;Maizet;22432
14394;Maizières;19044
14395;Malloué;
14396;Maltot;23482
14397;Mandeville-en-Bessin;19256
14398;Manerbe;21770
14399;Manneville-la-Pipard;22057
14400;Le Manoir;24543
14401;Manvieux;20426
14402;Le Marais-la-Chapelle;16852
14403;Marolles;20059
14404;Martainville;22154
14405;Martigny-sur-l'Ante;20079
14406;Martragny;22752
14407;Mathieu;29946
14408;May-sur-Orne;21042
14409;Merville-Franceville-Plage;21330
14410;Méry-Corbon;20638
14411;Meslay;20077
14412;Le Mesnil-au-Grain;
14413;Le Mesnil-Auzouf;17854
14414;Le Mesnil-Bacley;19390
14415;Le Mesnil-Benoist;
14416;Le Mesnil-Caussois;19172
14417;Mesnil-Clinchamps;19521
14418;Le Mesnil-Durand;20166
14419;Le Mesnil-Eudes;20105
14420;Le Mesnil-Germain;19333
14421;Le Mesnil-Guillaume;22347
14422;Le Mesnil-Mauger;18629
14423;Le Mesnil-Patry;23283
14424;Le Mesnil-Robert;19475
14425;Le Mesnil-Simon;21270
14426;Le Mesnil-sur-Blangy;24293
14427;Le Mesnil-Villement;18137
14429;Meulles;17361
14430;Meuvaines;20577
14431;Mézidon-Canon;17745
14432;Missy;23007
14433;Mittois;19393
14435;Les Monceaux;21031
14436;Monceaux-en-Bessin;22307
14437;Mondeville;19365
14438;Mondrainville;21728
14439;Monfréville;
14440;Montamy;15140
14441;Mont-Bertrand;16595
14442;Montchamp;16460
14443;Montchauvet;16010
14444;Monteille;20579
14445;Montfiquet;
14446;Montigny;
14448;Montreuil-en-Auge;
14449;Monts-en-Bessin;21765
14450;Montviette;18783
14452;Morteaux-Couliboeuf;18611
14453;Mosles;20480
14454;Mouen;23018
14455;Moulines;20483
14456;Moult;19600
14457;Les Moutiers-en-Auge;18725
14458;Les Moutiers-en-Cinglais;22183
14459;Les Moutiers-Hubert;
14460;Moyaux;18519
14461;Mutrécy;21869
14462;Neuilly-la-Forêt;18191
14465;Nonant;22458
14466;Norolles;23496
14467;Noron-l'Abbaye;19953
14468;Noron-la-Poterie;18977
14469;Norrey-en-Auge;
14471;Notre-Dame-de-Courson;17961
14473;Notre-Dame-de-Livaye;21760
14474;Notre-Dame-d'Estrées-Corbon;19419
14475;Noyers-Bocage;20363
14476;Olendon;20954
14477;Ondefontaine;18902
14478;Orbec;16739
14480;Osmanville;19183
14481;Les Oubeaux;19032
14482;Ouézy;22058
14483;Ouffières;21964
14484;Ouilly-du-Houley;22278
14486;Ouilly-le-Tesson;20142
14487;Ouilly-le-Vicomte;22013
14488;Ouistreham;21212
14489;Ouville-la-Bien-Tournée;19718
14491;Parfouru-sur-Odon;22719
14492;Pennedepie;20072
14493;Percy-en-Auge;20884
14494;Périers-en-Auge;20377
14495;Périers-sur-le-Dan;31636
14496;Périgny;
14497;Perrières;20160
14498;Pertheville-Ners;20192
14499;Petiville;23839
14500;Pierrefitte-en-Auge;22461
14501;Pierrefitte-en-Cinglais;17219
14502;Pierrepont;
14503;Pierres;19190
14504;Le Pin;19685
14505;Placy;21960
14506;Planquery;18499
14508;Le Plessis-Grimoult;18493
14509;Plumetot;30132
14510;La Pommeraye;
14511;Pont-Bellanger;
14512;Pontécoulant;
14513;Pont-Farcy;17624
14514;Pont-l'Évêque;18415
14515;Port-en-Bessin-Huppain;19618
14516;Potigny;17937
14517;Poussy-la-Campagne;
14518;Préaux-Saint-Sébastien;
14519;Préaux-Bocage;23477
14520;Le Pré-d'Auge;20627
14521;Presles;17850
14522;Prêtreville;20798
14523;Proussy;19602
14524;Putot-en-Auge;21190
14525;Putot-en-Bessin;26308
14527;Biéville-Quétiéville;19361
14528;Quetteville;20070
14529;Ranchy;21171
14530;Ranville;22699
14531;Rapilly;
14532;Le Reculey;20630
14533;Repentigny;
14534;Reux;21428
14535;Reviers;22586
14536;La Rivière-Saint-Sauveur;20510
14538;Rocquancourt;21076
14539;La Rocque;
14540;Rocques;27496
14541;La Roque-Baignard;20223
14542;Rosel;28525
14543;Rots;24540
14544;Roucamps;19521
14545;Roullours;20389
14546;Rouvres;20506
14547;Rubercy;17136
14548;Rucqueville;21714
14549;Rully;17046
14550;Rumesnil;
14551;Russy;20417
14552;Ryes;20752
14553;Saint-Agnan-le-Malherbe;21882
14554;Saint-Aignan-de-Cramesnil;21640
14555;Saint-André-d'Hébertot;21921
14556;Saint-André-sur-Orne;20139
14557;Saint-Arnoult;21387
14558;Saint-Aubin-d'Arquenay;23667
14559;Saint-Aubin-des-Bois;19027
14562;Saint-Aubin-sur-Mer;21517
14563;Saint-Benoît-d'Hébertot;20049
14564;Saint-Charles-de-Percy;16972
14565;Saint-Côme-de-Fresné;22894
14566;Saint-Contest;25077
14568;Sainte-Croix-Grand-Tonne;25426
14569;Sainte-Croix-sur-Mer;24061
14570;Saint-Cyr-du-Ronceray;19405
14571;Saint-Denis-de-Mailloc;20692
14572;Saint-Denis-de-Méré;19669
14573;Saint-Denis-Maisoncelles;18874
14574;Saint-Désir;20993
14575;Saint-Étienne-la-Thillaye;20981
14576;Sainte-Foy-de-Montgommery;16607
14577;Saint-Gabriel-Brécy;23038
14578;Saint-Gatien-des-Bois;20764
14579;Saint-Georges-d'Aunay;21029
14580;Saint-Georges-en-Auge;
14581;Saint-Germain-d'Ectot;20123
14582;Saint-Germain-de-Livet;19618
14583;Saint-Germain-de-Montgommery;21417
14584;Saint-Germain-de-Tallevende-la-Lande-Vaumont;19546
14585;Saint-Germain-du-Crioult;19524
14586;Saint-Germain-du-Pert;20449
14587;Saint-Germain-la-Blanche-Herbe;18991
14588;Saint-Germain-Langot;20530
14589;Saint-Germain-le-Vasson;19483
14590;Sainte-Honorine-de-Ducy;19927
14591;Sainte-Honorine-des-Pertes;19012
14592;Sainte-Honorine-du-Fay;22495
14593;Saint-Hymer;21542
14595;Saint-Jean-de-Livet;21334
14596;Saint-Jean-des-Essartiers;20072
14597;Saint-Jean-le-Blanc;18219
14598;Saint-Jouin;21819
14599;Saint-Julien-de-Mailloc;19318
14600;Saint-Julien-le-Faucon;17639
14601;Saint-Julien-sur-Calonne;21940
14602;Saint-Lambert;17542
14603;Saint-Laurent-de-Condel;22227
14604;Saint-Laurent-du-Mont;21521
14605;Saint-Laurent-sur-Mer;22772
14606;Saint-Léger-Dubosq;19866
14607;Saint-Louet-sur-Seulles;19430
14608;Saint-Loup-de-Fribois;19071
14609;Saint-Loup-Hors;24986
14610;Saint-Manvieu-Norrey;22789
14611;Saint-Manvieu-Bocage;19327
14613;Saint-Marcouf;15051
14614;Sainte-Marguerite-d'Elle;18448
14615;Sainte-Marguerite-des-Loges;19920
14616;Sainte-Marguerite-de-Viette;17847
14618;Sainte-Marie-Laumont;18773
14619;Sainte-Marie-Outre-l'Eau;17605
14620;Saint-Martin-aux-Chartrains;25289
14621;Saint-Martin-de-Bienfaite-la-Cressonnière;18171
14622;Saint-Martin-de-Blagny;20163
14623;Saint-Martin-de-Fontenay;21715
14625;Saint-Martin-de-la-Lieue;20041
14626;Saint-Martin-de-Mailloc;19973
14627;Saint-Martin-de-Mieux;20531
14628;Saint-Martin-de-Sallen;19942
14629;Saint-Martin-des-Besaces;17287
14630;Saint-Martin-des-Entrées;23662
14632;Saint-Martin-Don;18121
14633;Saint-Martin-du-Mesnil-Oury;20744
14634;Saint-Michel-de-Livet;19963
14635;Saint-Omer;19584
14636;Saint-Ouen-des-Besaces;19276
14637;Saint-Ouen-du-Mesnil-Oger;24086
14638;Saint-Ouen-le-Houx;
14639;Saint-Ouen-le-Pin;20361
14640;Saint-Pair;22601
14643;Saint-Paul-du-Vernay;19681
14644;Saint-Philbert-des-Champs;20066
14645;Saint-Pierre-Azif;20441
14646;Saint-Pierre-Canivet;20812
14647;Saint-Pierre-de-Mailloc;19391
14648;Saint-Pierre-des-Ifs;19930
14649;Saint-Pierre-du-Bû;21652
14650;Saint-Pierre-du-Fresne;20553
14651;Saint-Pierre-du-Jonquet;22123
14652;Saint-Pierre-du-Mont;
14653;Saint-Pierre-la-Vieille;18161
14654;Saint-Pierre-sur-Dives;17031
14655;Saint-Pierre-Tarentaine;18618
14656;Saint-Rémy;19353
14657;Saint-Samson;21902
14658;Saint-Sever-Calvados;16858
14659;Saint-Sylvain;20600
14660;Saint-Vaast-en-Auge;
14661;Saint-Vaast-sur-Seulles;22268
14662;Saint-Vigor-des-Mézerets;16167
14663;Saint-Vigor-le-Grand;21870
14664;Sallen;18178
14665;Sallenelles;23456
14666;Sannerville;21295
14667;Saon;20639
14668;Saonnet;19292
14669;Sassy;18708
14670;Secqueville-en-Bessin;23453
14671;Sept-Frères;17734
14672;Sept-Vents;19531
14674;Soignolles;19102
14675;Soliers;21917
14676;Sommervieu;22038
14677;Soulangy;20819
14678;Soumont-Saint-Quentin;19074
14679;Subles;21111
14680;Sully;20332
14681;Surrain;18513
14682;Surville;23984
14684;Tessel;19359
14685;Thaon;24295
14686;Le Theil-Bocage;16953
14687;Le Theil-en-Auge;20726
14688;Thiéville;19015
14689;Thury-Harcourt;18161
14690;Tierceville;20619
14691;Tilly-la-Campagne;20905
14692;Tilly-sur-Seulles;19900
14693;Tordouet;18225
14694;Le Torquesne;20894
14695;Torteval-Quesnay;18924
14696;Tortisambert;19139
14697;L'Oudon;19757
14698;Touffréville;21136
14699;Touques;18505
14700;Tour-en-Bessin;21454
14701;Tourgéville;25890
14702;Tournay-sur-Odon;21304
14703;Tournebu;19385
14704;Le Tourneur;17680
14705;Tournières;19598
14706;Tourville-en-Auge;22855
14707;Tourville-sur-Odon;22487
14708;Tracy-Bocage;20562
14709;Tracy-sur-Mer;20856
14710;Tréprel;17224
14711;Trévières;17252
14712;Troarn;21279
14713;Trois-Monts;21069
14714;Le Tronquay;19404
14715;Trouville-sur-Mer;18922
14716;Trungy;20904
14717;Truttemer-le-Grand;18253
14718;Truttemer-le-Petit;14699
14719;Urville;20557
14720;Ussy;19492
14721;Vacognes-Neuilly;22053
14722;La Vacquerie;19538
14723;Valsemé;20168
14724;Varaville;22935
14726;Vassy;18113
14727;Vaubadon;19828
14728;Vaucelles;25153
14729;Vaudeloges;16691
14730;Vaudry;22647
14731;Vauville;24318
14732;Vaux-sur-Aure;21917
14733;Vaux-sur-Seulles;21846
14734;Vendes;22761
14735;Vendeuvre;19630
14737;Versainville;21141
14738;Verson;23313
14739;Ver-sur-Mer;21774
14740;La Vespière;18035
14741;Le Vey;19484
14742;Vicques;
14743;Victot-Pontfol;14651
14744;Vienne-en-Bessin;21951
14745;Vierville-sur-Mer;19435
14746;Viessoix;19046
14747;Vieux;22353
14748;Vieux-Bourg;
14749;Vieux-Fumé;21076
14750;Vieux-Pont-en-Auge;20963
14751;Vignats;20082
14752;Villers-Bocage;19201
14753;Villers-Canivet;19893
14754;Villers-sur-Mer;19943
14755;Villerville;19549
14756;La Villette;19589
14757;Villiers-le-Sec;20698
14758;Villons-les-Buissons;29430
14759;Villy-lez-Falaise;22075
14760;Villy-Bocage;20573
14761;Vimont;20263
14762;Vire;18458
14763;Vouilly;16503
14764;Pont-d'Ouilly;17477
15001;Allanche;17727
15002;Alleuze;17908
15003;Ally;18548
15004;Andelat;18863
15005;Anglards-de-Saint-Flour;19477
15006;Anglards-de-Salers;17217
15007;Anterrieux;17191
15008;Antignac;19158
15009;Apchon;16407
15010;Arches;18143
15011;Arnac;17537
15012;Arpajon-sur-Cère;20905
15013;Auriac-l'Église;15974
15014;Aurillac;19446
15015;Auzers;16168
15016;Ayrens;19403
15017;Badailhac;16714
15018;Barriac-les-Bosquets;16605
15019;Bassignac;16681
15020;Beaulieu;
15021;Boisset;18052
